Product ID,SKU,Product Name,Category,Scale,Price Incl GST (₹),Base Price Excl GST (₹),GST Rate (%),HSN Code,MRP (₹),Discount (%),Stock (Units),Availability,Drivetrain,Top Speed,Motor Type,Battery Pack,Remote / Control,Dimensions,Weight,Age Group,Video Link,Primary Image URL,Gallery Images Count,Short Description,Full Technical Description
86,HC16601A,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.19 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
87,HC15501C,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.19 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
88,HA5501A,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.18 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
89,HA6601A,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.18 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
90,HA8801B,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.18 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
91,HA8801A,1:64 Scale 2.4G Portable Mini RC 4CH Metal Mini Alloy Mini RC Remote Control Rc Drift Car,Racing Cars,1:64,2499,2118,18,95030090,3124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,12 × 6 × 12 cm,0.18 kg,8+ Years,N/A,N/A,0,"Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts","Enjoy thrilling drifting with this 1:64 Scale 2.4G Portable Mini RC Drift Car featuring a durable metal alloy Mini RC body and 4-channel control for smooth handling. Its compact design makes it perfect for desk racing and indoor play, delivering realistic drift action, stable control, and fun driving for collectors and RC enthusiasts"
92,SG1803-B,1:18 Cherokee Simulation 4WD Climbing RC Car Remote Control Car Rc Crawler with External Carbon Brush 370 Motor,Off Road Crawlers,1:18,11873,10062,18,95030090,14841,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,32 × 19 × 21 cm,1.5 kg,8+ Years,N/A,N/A,0,"The SG1803-B RC Off-Road Car delivers powerful speed and smooth control for an exciting driving experience. Equipped with a reliable 2.4GHz remote system, it offers stable handling and quick response. Its durable body and strong off-road tires make it perfect for racing, drifting, and outdoor RC adventures.","The SG1803-B RC Off-Road Car delivers powerful speed and smooth control for an exciting driving experience. Equipped with a reliable 2.4GHz remote system, it offers stable handling and quick response. Its durable body and strong off-road tires make it perfect for racing, drifting, and outdoor RC adventures."
93,XLGM92334,1:6 Oversized Ducati Panigale V4 Spray Alloy Motorcycle Model Mini RC OEM Unisex Toy for Car Enthusiast Collection,Collectables,1:6,11873,10062,18,95030090,14841,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,25 × 15 × 12 cm,1.21 kg,8+ Years,N/A,N/A,0,"Premium 1:6 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:6 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
94,XLGM92325,1:6 High Quality Kawasaki H2 Motorcycle Alloy Model Smoke High Speed Exquisite Collection Display Gift,Collectables,1:6,9373,7943,18,95030090,11716,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,25 × 15 × 12 cm,1.21 kg,8+ Years,N/A,N/A,0,"Premium 1:6 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:6 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
95,BA8502C,1:18 Officially Licensed Batmobile Mini RC Alloy Model Disply Boys Gift Alloy Racing Car Toys,Collectables,1:18,8748,7414,18,95030090,10935,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,42 × 15 × 15 cm,1 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
96,C0211005,1:18 Officially Licensed Classic Movie Sports Car Alloy Mini RC Toy - Collectible Model Racing Car Display for Birthday Gifts,Collectables,1:18,8748,7414,18,95030090,10935,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,27 × 13 × 10 cm,0.5 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
97,C0211008,1:18 Officially Licensed Batmobile Tumbler Classic Sentiment Series Mini RC Metal Alloy Collectibles Model Car Holiday Gifts With Boyfriend,Collectables,1:18,8748,7414,18,95030090,10935,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,26 × 15 × 10 cm,0.5 kg,8+ Years,N/A,N/A,0,"Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:18 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
98,SG1006,1:10 Scale Brushless Drift RC Car 4WD 70kmh LED Lights Remote Control Hoonitruck Hoonigan Mustang Truck Hobbywing Motor,Drift Cars,1:10,57498,48727,18,95030090,71873,20,25,In Stock,4WD,70KMH,Brushless Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,68 × 29 × 23 cm,4.5 kg,8+ Years,N/A,N/A,0,"Experience extreme drifting with this 1:10 Scale Brushless 4WD RC Drift Car, powered by a high-performance Hobbywing motor reaching speeds up to 70KM/H. Designed like the iconic Hoonitruck Mustang, it features bright LED lights, strong grip tires, and precision control, delivering powerful performance for hobby-grade RC enthusiasts. 🚗💨","Experience extreme drifting with this 1:10 Scale Brushless 4WD RC Drift Car, powered by a high-performance Hobbywing motor reaching speeds up to 70KM/H. Designed like the iconic Hoonitruck Mustang, it features bright LED lights, strong grip tires, and precision control, delivering powerful performance for hobby-grade RC enthusiasts. 🚗💨"
99,SG1004A,1:10 Professional Dodge 4CH Electric Two:Four-wheel Drive Car High-speed Racing Vehicle Car with Light ESP Gyro Drift Off-road Dual Modes,Racing Cars,1:10,57498,48727,18,95030090,71873,20,25,In Stock,2WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,71 × 32 × 25 cm,4.5 kg,8+ Years,N/A,N/A,0,"Drive with power and precision using this 1:10 Professional Dodge RC Car featuring 2WD/4WD dual modes, ESP gyro stability, and LED lights. Designed for high-speed racing, drifting, and off-road action, it offers smooth control, strong performance, and an exciting driving experience for RC hobby enthusiasts. 🚗💨","Drive with power and precision using this 1:10 Professional Dodge RC Car featuring 2WD/4WD dual modes, ESP gyro stability, and LED lights. Designed for high-speed racing, drifting, and off-road action, it offers smooth control, strong performance, and an exciting driving experience for RC hobby enthusiasts. 🚗💨"
100,SG1004B,1:10 Professional Dodge 4CH Electric Two:Four-wheel Drive Car High-speed Racing Vehicle Car with Light ESP Gyro Drift Off-road Dual Modes,Drift Cars,1:10,57498,48727,18,95030090,71873,20,25,In Stock,2WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,71 × 32 × 25 cm,4.5 kg,8+ Years,N/A,N/A,0,"Enjoy powerful performance with this 1:10 Professional Dodge RC Car featuring 2WD/4WD dual drive modes, ESP gyro stabilization, and LED lights. Built for high-speed racing, drifting, and off-road driving, it offers smooth control, strong traction, and an exciting hobby-grade RC experience. 🚗💨","Enjoy powerful performance with this 1:10 Professional Dodge RC Car featuring 2WD/4WD dual drive modes, ESP gyro stabilization, and LED lights. Built for high-speed racing, drifting, and off-road driving, it offers smooth control, strong traction, and an exciting hobby-grade RC experience. 🚗💨"
101,SG1001SE,1:10 Scale Desert Off-Road RC Car Brushless Motor Short Truck RWD & 4WD Switchable 60KM/H High Speed 120A ESC,Off Road Crawlers,1:10,57498,48727,18,95030090,71873,20,25,In Stock,RWD,60KM/H,Brushless Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,68 × 26 × 35 cm,3.8 kg,8+ Years,N/A,N/A,0,"1:10 Scale Off-Road RC Car built for speed, power, and rugged terrain. Designed with high-grip tires and a durable suspension system, it easily handles dirt, gravel, and rough tracks. Experience thrilling performance, precise control, and long-lasting fun—perfect for both beginners and RC enthusiasts who love off-road adventures. 🚗💨","1:10 Scale Off-Road RC Car built for speed, power, and rugged terrain. Designed with high-grip tires and a durable suspension system, it easily handles dirt, gravel, and rough tracks. Experience thrilling performance, precise control, and long-lasting fun—perfect for both beginners and RC enthusiasts who love off-road adventures. 🚗💨"
